districtcode,centile,superzip,rank,adultpop,households,college,income,Unemp..Rate,X..in.Unemp.sample
VA1,2.08079,0,NA,305,117,0.0360656,39.34438,0.09,349
VA1,81.96135,0,2675,796,231,0.4183417,80.36248,0.03,825
VA1,61.07492,0,5991,2120,803,0.2806604,63.90895,0.05,2783
VA1,62.03811,0,5823,10378,4342,0.2340528,73.34198,0.06,16880
VA1,37.88578,0,11071,1179,470,0.2078032,50.6695,0.07,786
VA1,29.52287,0,13441,3366,1353,0.1836007,47.72086,0.09,3564
VA1,42.41264,0,NA,238,106,0.2436975,48.48973,0.55,214
VA7,65.99967,0,5134,5463,2342,0.2674355,73.81664,0.13,10486
VA1,10.90454,0,NA,45,20,0,62.111,0,0
VA1,53.07875,0,7539,1008,426,0.1964286,68.0135,0.04,1139
VA1,11.55004,0,19585,1382,565,0.1114327,43.66469,0.1,1975
VA1,35.66552,0,11676,3608,1478,0.1585366,57.10682,0.06,4738
VA1,42.32058,0,NA,77,24,0.1948052,56.8806,0.08,369
VA7,35.69666,0,11666,1336,532,0.0928144,68.44501,0.11,1871
VA1,25.03533,0,NA,337,138,0.1394659,51.60313,0.02,381
VA1,35.63319,0,NA,169,76,0.1715976,54.84597,0,222
VA1,37.43359,0,11196,1877,723,0.1592968,58.59486,0.02,1863
VA7,35.76036,0,11653,1190,454,0.1168067,64.35876,0.08,1100
VA1,33.8528,0,12124,6745,2888,0.1349148,59.74555,0.11,12141
VA7,33.8528,0,12124,6745,2888,0.1349148,59.74555,0.11,12141
VA1,96.7431,1,NA,26,10,0.7692308,96.4355,0,25
VA7,59.42615,0,6300,15933,7026,0.176238,79.66684,0.05,9597
VA1,80.30104,0,2924,33360,14999,0.3009292,96.36751,0.05,36863
VA1,43.70027,0,9665,3857,1485,0.182266,60.22282,0.08,5203
VA7,9.475269,0,20399,1421,571,0.0647431,49.17099,0.02,2543
VA1,22.24833,0,15704,5402,1587,0.1023695,55.70899,0.06,6459
VA1,35.42228,0,11714,1290,566,0.2,49.83002,0.14,1360
VA1,72.10279,0,4184,2150,895,0.3251163,74.46782,0.06,2164
VA1,22.53173,0,NA,16,8,0,73.5525,0.22,122
VA7,25.74104,0,14621,3175,1363,0.1017323,58.74001,0.1,3725
VA1,25.74104,0,14621,3175,1363,0.1017323,58.74001,0.1,3725
VA10,51.34454,0,7932,15871,5931,0.236595,58.82892,0.09,22046
VA10,57.63786,0,6647,13868,6061,0.2109893,71.25112,0.05,21812
VA10,47.53997,0,8785,8099,3182,0.1663168,66.82359,0.08,11239
VA6,22.63062,0,15584,1289,504,0.0853375,58.96361,0.02,1480
VA10,62.26151,0,5783,5404,2135,0.2300148,74.52143,0.04,6393
VA10,70.17848,0,4468,1763,684,0.2631877,81.725,0.05,1921
VA10,39.67128,0,10639,1491,634,0.1133467,68.4241,0.02,2015
VA10,60.01491,0,6177,1985,823,0.2236776,72.37959,0.05,3075
VA5,61.59404,0,NA,420,193,0.2642857,67.42378,0,788
VA5,44.90676,0,9380,17058,6931,0.1559386,65.84812,0.06,24430
VA10,44.90676,0,9380,17058,6931,0.1559386,65.84812,0.06,24430
VA6,44.90676,0,9380,17058,6931,0.1559386,65.84812,0.06,24430
VA10,15.6349,0,18003,1205,523,0.0755187,54.32293,0,1149
VA5,67.07825,0,NA,433,168,0.3163972,67.19626,0,286
VA5,77.06284,0,NA,397,133,0.2745592,92.89452,0.07,581
VA6,16.48766,0,NA,121,45,0.1239669,46.99253,0,463
VA5,51.30161,0,7941,2349,908,0.1413367,75.187,0.04,2636
VA6,51.30161,0,7941,2349,908,0.1413367,75.187,0.04,2636
VA5,70.49628,0,NA,73,35,0.3561644,66.3607,0,81
VA6,24.329,0,15058,1245,531,0.1060241,56.76684,0.05,1900
VA6,41.23732,0,10234,2027,844,0.1544154,62.83802,0.07,2868
VA10,41.23732,0,10234,2027,844,0.1544154,62.83802,0.07,2868
VA10,97.85892,1,NA,60,18,0.5666667,147.2985,0.1,192
VA6,21.97142,0,15810,744,285,0.1102151,54.14249,0.07,997
VA6,46.96796,0,8920,713,300,0.1290323,72.53127,0.11,1203
VA6,22.63638,0,NA,326,124,0.0797546,59.93123,0.16,402
VA10,22.63638,0,NA,326,124,0.0797546,59.93123,0.16,402
VA6,57.19099,0,6723,8451,3722,0.2030529,72.14683,0.05,14549
VA10,57.19099,0,6723,8451,3722,0.2030529,72.14683,0.05,14549
VA10,18.46694,0,16995,1370,611,0.0963504,53.60245,0.09,1727
VA6,31.12709,0,12966,5729,2370,0.1186944,60.16137,0.05,8554
VA6,36.64411,0,11405,1095,495,0.1333333,62.33591,0.05,1537
VA10,38.42409,0,10934,1088,449,0.1865809,54.77536,0.03,1397
VA6,34.69164,0,11894,5315,1977,0.1693321,54.52823,0.06,6916
VA5,39.78486,0,10607,14333,5893,0.1567711,61.03223,0.06,24153
VA7,39.78486,0,10607,14333,5893,0.1567711,61.03223,0.06,24153
VA5,66.21336,0,5100,533,239,0.2983114,68.87129,0.11,857
VA5,48.27759,0,NA,165,58,0.2969697,45.03897,0,71
VA1,45.03091,0,9361,4037,1776,0.1243498,71.36358,0.06,5604
VA5,45.03091,0,9361,4037,1776,0.1243498,71.36358,0.06,5604
VA7,39.35397,0,NA,480,190,0.1354167,64.3993,0.01,1026
VA5,39.35397,0,NA,480,190,0.1354167,64.3993,0.01,1026
VA7,40.02035,0,NA,492,223,0.1097561,69.34988,0.01,874
VA5,31.30611,0,12908,915,421,0.1497268,54.95974,0.04,1121
VA5,74.87073,0,3764,680,262,0.2867647,86.3016,0.1,600
VA7,20.50447,0,16289,523,218,0.126195,50.2393,0.22,313
VA5,36.28518,0,NA,168,74,0.1845238,53.1644,0.05,603
VA1,78.18564,0,3239,571,235,0.206655,107.5253,0.12,913
VA5,0.272198,0,NA,39,16,0,35.06721,0,110
VA5,22.12224,0,NA,75,31,0,73.25568,0,118
VA7,78.88642,0,3131,1091,481,0.2813932,96.17398,0.1,1296
VA7,10.89026,0,NA,385,151,0.025974,57.61678,0.08,523
VA5,44.52248,0,9487,3112,1236,0.1786632,61.53435,0.08,3953
VA5,54.95036,0,7166,1853,765,0.1316784,81.58378,0.02,2783
VA1,54.95036,0,7166,1853,765,0.1316784,81.58378,0.02,2783
VA7,68.10939,0,NA,72,35,0.2777778,75.67735,0,1268
VA5,27.5078,0,NA,184,81,0.2173913,40.24924,0,38
VA5,60.77946,0,NA,274,103,0.3065693,59.19244,0,78
VA5,62.19727,0,NA,203,72,0.1773399,83.3595,0,134
VA5,52.8116,0,7595,1564,294,0.1368286,77.91073,0.02,940
VA7,52.8116,0,7595,1564,294,0.1368286,77.91073,0.02,940
VA5,30.58892,0,13112,1594,714,0.1041405,62.2836,0.06,2153
VA1,30.58892,0,13112,1594,714,0.1041405,62.2836,0.06,2153
VA7,30.58892,0,13112,1594,714,0.1041405,62.2836,0.06,2153
VA7,23.76533,0,15236,1403,605,0.1325731,51.75873,0.07,1655
VA5,23.76533,0,15236,1403,605,0.1325731,51.75873,0.07,1655
VA7,40.0322,0,NA,154,72,0.0779221,74.8601,0.06,604
VA7,51.9896,0,7781,2002,796,0.1113886,81.22157,0.05,2196
VA5,41.1856,0,10250,738,303,0.199187,55.05911,0.09,950
VA5,62.34929,0,5768,906,340,0.2969095,63.06424,0.04,947
VA7,62.34929,0,5768,906,340,0.2969095,63.06424,0.04,947
VA7,39.90825,0,NA,132,56,0.2424242,46.4198,0.14,156
VA1,65.05939,0,5299,1177,525,0.1665251,89.54707,0.05,1475
VA5,12.98197,0,NA,300,124,0.1633333,36.27021,0,182
VA5,59.6907,0,6249,782,318,0.2480818,67.68791,0.03,826
VA5,43.51077,0,NA,305,125,0.2,57.00351,0.09,379
VA6,72.55678,0,4116,13712,5386,0.3505688,70.85492,0.08,32378
VA6,47.60014,0,8775,13809,5358,0.2259396,56.58247,0.04,21836
VA6,67.51682,0,4887,511,203,0.3365949,64.51437,0,439
VA6,1.229476,0,NA,317,143,0.0189274,38.00278,0,539
VA6,61.72603,0,5881,5127,2145,0.2816462,64.62159,0.04,7280
VA6,29.22024,0,13535,4636,1935,0.1244607,57.69785,0.05,6186
VA6,5.156188,0,NA,216,97,0.0277778,48.46358,0,139
VA6,28.92509,0,13640,3568,1532,0.1415359,54.46154,0.04,4334
VA6,30.88129,0,13048,3898,1637,0.1123653,61.01392,0.05,4986
VA6,16.35021,0,17704,7437,3105,0.0910313,52.52106,0.08,8179
VA6,5.686523,0,21930,1147,488,0.0688753,42.68922,0.06,1438
VA6,10.60025,0,NA,477,195,0.0503145,53.03625,0.07,780
VA6,42.7593,0,9860,540,221,0.187037,58.57002,0.04,983
VA6,48.07627,0,8668,968,440,0.1766529,65.54345,0.08,1047
VA6,27.31978,0,14136,8108,3293,0.1371485,53.9385,0.08,9668
VA5,27.31978,0,14136,8108,3293,0.1371485,53.9385,0.08,9668
VA6,75.09138,0,3723,2366,989,0.3381234,77.9748,0.02,3408
VA6,62.01791,0,5828,1730,750,0.2369942,72.78101,0.05,2294
VA6,32.28958,0,12567,3242,1327,0.1468229,56.37325,0.1,3873
VA6,30.88438,0,13045,1835,780,0.1138965,60.76025,0.04,2154
VA6,45.22613,0,9318,2907,1118,0.1843825,61.1983,0.03,3506
VA6,0.1273366,0,NA,35,15,0,31.32748,0,0
VA6,33.78854,0,12147,615,273,0.1300813,60.4765,0,1486
VA6,23.57495,0,15299,701,317,0.1426533,49.85225,0.05,940
VA6,11.12709,0,19745,3148,1336,0.069568,50.3609,0.07,3409
VA6,31.26452,0,12926,570,246,0.1649123,52.304,0.03,551
VA6,4.693899,0,22341,3725,1608,0.0365101,45.96737,0.14,5272
VA6,20.41993,0,16320,2652,1098,0.0953997,55.46447,0.03,3573
VA5,88.87192,0,1658,21134,8096,0.5369074,82.52002,0.05,25851
VA5,68.33483,0,4763,12646,4421,0.3584533,62.12539,0.05,16872
VA5,84.01885,0,2362,17678,6060,0.5212128,68.48293,0.06,33416
VA5,90.40264,0,1452,7677,3289,0.5107464,92.83044,0.03,12211
VA5,58.73491,0,6432,2417,1030,0.2498966,65.9998,0.06,3725
VA6,58.73491,0,6432,2417,1030,0.2498966,65.9998,0.06,3725
VA5,10.73676,0,19893,1387,524,0.0865177,46.99253,0.13,1641
VA6,10.73676,0,19893,1387,524,0.0865177,46.99253,0.13,1641
VA7,65.30058,0,5252,2471,986,0.2800485,70.41557,0.02,3594
VA5,65.30058,0,5252,2471,986,0.2800485,70.41557,0.02,3594
VA5,63.65804,0,NA,184,78,0.3206522,60.8034,0.06,314
VA5,63.76414,0,5521,3513,1370,0.2980359,64.83473,0.03,5752
VA5,55.20317,0,7109,603,234,0.238806,63.4186,0.03,699
VA5,90.83523,0,1390,3028,1283,0.498679,97.16253,0.04,4036
VA5,43.47831,0,9710,832,331,0.2019231,56.63085,0.14,1528
VA5,59.59089,0,6269,911,345,0.2864984,60.97993,0.06,1057
VA6,57.06947,0,6744,2527,973,0.212505,70.37241,0.01,3822
VA5,64.78236,0,5343,682,244,0.3035191,65.52253,0.06,890
VA5,31.57359,0,12814,5005,2120,0.1322677,58.2392,0.06,6479
VA7,31.57359,0,12814,5005,2120,0.1322677,58.2392,0.06,6479
VA5,74.16528,0,NA,380,153,0.2684211,88.05901,0.13,207
VA5,73.91692,0,NA,107,41,0.3457944,74.01931,0,151
VA5,91.17158,0,1341,2694,1066,0.4536006,107.0532,0.06,3315
VA7,91.17158,0,1341,2694,1066,0.4536006,107.0532,0.06,3315
VA5,45.03832,0,NA,175,76,0.2514286,49.50181,0,253
VA5,48.63021,0,8558,962,361,0.2557172,52.46745,0.06,967
VA6,54.59099,0,7245,1288,535,0.246118,61.33429,0.09,1407
VA5,87.52917,0,1846,1252,519,0.4161342,98.46882,0.03,1408
VA6,87.52917,0,1846,1252,519,0.4161342,98.46882,0.03,1408
VA5,63.72568,0,5531,1396,546,0.27149,69.33026,0,1360
VA7,38.69815,0,10859,6555,2554,0.1672006,58.39611,0.09,8862
VA5,38.69815,0,10859,6555,2554,0.1672006,58.39611,0.09,8862
VA5,66.97446,0,4979,7898,3455,0.291213,71.30735,0.05,12396
VA5,12.88194,0,NA,48,18,0,64.29077,0.13,133
VA6,28.58411,0,13727,1368,507,0.1688596,49.52535,0.08,1554
VA5,28.58411,0,13727,1368,507,0.1688596,49.52535,0.08,1554
VA5,49.55276,0,8335,5605,2423,0.1926851,64.35223,0.04,7311
VA5,16.74945,0,17568,804,357,0.1131841,49.10953,0.04,1160
VA5,53.86002,0,7382,1299,523,0.213241,66.12794,0,1325
VA7,67.08479,0,NA,270,90,0.2592593,77.05556,0.06,426
VA5,47.41054,0,8818,3640,1528,0.1873626,62.99886,0.07,5325
VA5,47.87749,0,8717,2957,977,0.1602976,68.1338,0.07,4740
VA7,47.87749,0,8717,2957,977,0.1602976,68.1338,0.07,4740
VA5,24.29659,0,NA,272,118,0.1948529,41.40777,0,312
VA6,45.89084,0,9148,20839,8771,0.2034647,58.6184,0.08,25405
VA5,96.15438,1,NA,153,55,0.9019608,66.66406,0,113
VA4,31.84599,0,12707,6264,2587,0.1000958,64.05017,0.08,8757
VA5,4.447677,0,22430,843,343,0.0213523,48.01376,0,584
VA7,66.67872,0,5029,9102,3740,0.2636783,75.57928,0.06,12732
VA1,49.86707,0,8263,3354,1492,0.1523554,71.6591,0.07,4637
VA7,56.46521,0,6875,834,250,0.1798561,75.187,0.03,1304
VA7,58.35666,0,6501,2521,1125,0.2086474,72.65679,0.07,2742
VA1,58.35666,0,6501,2521,1125,0.2086474,72.65679,0.07,2742
VA1,47.7607,0,NA,251,112,0.1314741,73.00723,0.12,407
VA5,6.476063,0,NA,474,190,0.0970464,39.228,0.03,637
VA1,22.91834,0,NA,86,40,0.1395349,49.85225,0,185
VA7,38.03695,0,11033,4196,1825,0.1394185,62.54905,0.07,6349
VA1,35.30296,0,NA,334,126,0.1347305,60.9577,0,141
VA5,42.40352,0,9938,869,380,0.1588032,63.11654,0.09,882
VA3,32.40414,0,12529,3273,1392,0.102047,64.18355,0.1,4264
VA1,6.769853,0,NA,270,125,0.0444444,48.85324,0.17,284
VA1,47.3444,0,8833,1065,493,0.2046948,59.95084,0.03,1058
VA5,21.49174,0,15934,1229,471,0.1342555,49.70318,0,891
VA7,21.49174,0,15934,1229,471,0.1342555,49.70318,0,891
VA7,81.08987,0,2804,728,283,0.3928571,82.54225,0.01,705
VA5,16.22784,0,17748,2352,990,0.0901361,52.53806,0.06,3515
VA1,56.47857,0,6871,1362,530,0.2511013,62.92825,0.05,1360
VA1,58.4508,0,NA,107,47,0.1962617,74.95294,0,44
VA1,75.27157,0,3696,1260,492,0.2698413,90.16948,0.07,1593
VA7,75.27157,0,3696,1260,492,0.2698413,90.16948,0.07,1593
VA1,65.30659,0,NA,266,115,0.1917293,85.66219,0.06,478
VA5,51.58319,0,7865,773,314,0.2858991,50.6695,0,673
VA1,53.30153,0,NA,287,97,0.1498258,76.24485,0,313
VA7,92.08809,0,1195,10432,4438,0.4855253,107.146,0.04,22836
VA7,84.6442,0,2269,17977,7306,0.4104689,89.49084,0.04,25846
VA1,48.3021,0,8622,12879,5480,0.1667831,67.50746,0.05,16400
VA1,68.80135,0,4687,1819,713,0.2781748,76.78097,0.04,2271
VA7,43.82018,0,9636,3576,1211,0.166387,63.0917,0.04,4672
VA1,46.52107,0,NA,124,45,0.3306452,37.38951,0,74
VA7,52.58837,0,7650,1003,392,0.1525424,74.95294,0.02,1393
VA1,46.74422,0,NA,417,147,0.1151079,74.71234,0,346
VA1,81.09231,0,NA,277,111,0.465704,70.03244,0,278
VA7,56.47,0,6873,2458,828,0.2017901,71.42242,0.02,3031
VA1,56.47,0,6873,2458,828,0.2017901,71.42242,0.02,3031
VA1,73.94363,0,NA,226,78,0.2654867,87.9361,0,647
VA1,38.42463,0,10933,891,338,0.1582492,59.65925,0.01,1184
VA1,47.44903,0,8810,7865,3400,0.172028,65.66637,0.05,10048
VA3,14.71367,0,18381,6170,2710,0.0764992,53.13825,0.15,7699
VA1,72.72514,0,NA,443,162,0.255079,87.6092,0.05,572
VA1,1.539306,0,NA,200,87,0,43.12596,0,179
VA4,20.75297,0,16194,1132,444,0.0927562,56.19542,0.05,932
VA5,54.84798,0,7180,864,331,0.2118056,67.7023,0.07,1386
VA7,54.84798,0,7180,864,331,0.2118056,67.7023,0.07,1386
VA1,49.12838,0,NA,309,135,0.1003236,79.81852,0.03,384
VA1,50.02195,0,8216,1624,682,0.1293103,75.86303,0.04,2128
VA1,43.91718,0,9613,2721,1180,0.1403896,67.6683,0.08,4088
VA7,43.91718,0,9613,2721,1180,0.1403896,67.6683,0.08,4088
VA1,21.76562,0,NA,212,107,0.0801887,59.19244,0,165
VA1,4.034721,0,NA,372,156,0.0806452,36.92009,0,311
VA5,33.49684,0,12243,6822,2788,0.1523014,56.35495,0.06,10172
VA7,33.49684,0,12243,6822,2788,0.1523014,56.35495,0.06,10172
VA7,75.1142,0,3720,1885,664,0.2440318,94.2845,0.03,3022
VA7,91.98346,0,1207,2595,1158,0.433526,115.6821,0.03,3530
VA1,20.79241,0,16176,566,241,0.1042403,54.25232,0.1,1028
VA1,23.1874,0,NA,100,43,0.11,55.19641,0,166
VA1,44.60912,0,9458,1410,545,0.1531915,66.04557,0.12,1757
VA1,39.79916,0,NA,410,166,0.1756098,57.8103,0.05,536
VA7,66.34468,0,5082,20636,8979,0.2385152,79.3504,0.04,28121
VA4,83.73079,0,2399,24099,10926,0.3968214,89.24108,0.05,35505
VA7,83.73079,0,2399,24099,10926,0.3968214,89.24108,0.05,35505
VA7,95.8242,1,668,20403,8953,0.5645248,121.4983,0.04,18762
VA4,95.8242,1,668,20403,8953,0.5645248,121.4983,0.04,18762
VA1,39.58992,0,NA,78,34,0.2179487,50.3426,0,128
VA7,87.16807,0,1898,14833,6708,0.3819187,102.9199,0.03,20817
VA7,38.78413,0,10839,5205,2125,0.139097,63.31922,0.05,8038
VA1,34.28932,0,NA,151,69,0.1456954,58.25881,0,230
VA4,78.52966,0,3180,1795,768,0.2796657,95.7817,0.04,4023
VA7,78.52966,0,3180,1795,768,0.2796657,95.7817,0.04,4023
VA5,22.81026,0,15524,1095,467,0.1031963,56.03589,0.09,1155
VA7,63.67098,0,5540,1887,785,0.1706412,86.68734,0.12,2410
VA1,46.76582,0,NA,68,22,0.1029412,76.8215,0,124
VA1,4.56325,0,NA,375,158,0.0453333,44.1315,0.05,229
VA1,57.80627,0,6620,624,273,0.2115385,71.40673,0.05,894
VA7,77.21339,0,NA,268,102,0.380597,74.95294,0.24,232
VA1,16.93117,0,NA,104,51,0,68.83076,0.23,355
VA1,40.72832,0,10374,1047,440,0.2015282,54.1961,0,446
VA5,54.13592,0,7328,14449,5506,0.1779362,72.55742,0.04,17641
VA4,54.13592,0,7328,14449,5506,0.1779362,72.55742,0.04,17641
VA7,39.45988,0,10686,2478,961,0.1206618,67.0145,0.07,4074
VA3,39.45988,0,10686,2478,961,0.1206618,67.0145,0.07,4074
VA7,63.39916,0,5588,3367,1466,0.1767152,85.25029,0.07,4991
VA7,78.92339,0,3123,1983,838,0.3050933,92.17403,0.05,2348
VA1,7.443029,0,21192,1114,445,0.0780969,44.1315,0.09,1759
VA1,39.48518,0,10673,1726,659,0.1813442,56.60208,0.03,2245
VA3,44.4397,0,9504,7537,3244,0.1431604,67.60554,0.11,9908
VA7,19.81223,0,NA,366,172,0.057377,61.4572,0.04,986
VA1,10.19976,0,20107,1089,482,0.0716253,48.8624,0.08,1528
VA1,1.949427,0,NA,117,37,0,45.06512,0,93
VA1,42.46066,0,NA,166,64,0.1686747,61.4572,0,349
VA1,56.64276,0,6827,2938,1268,0.2260041,67.55977,0.05,4560
VA1,10.86518,0,19826,862,338,0.1206497,41.27178,0.02,1511
VA1,60.93624,0,6007,1468,572,0.2608992,67.21326,0.07,1395
VA1,38.33902,0,NA,482,215,0.2219917,48.6048,0.04,588
VA1,41.0391,0,10281,753,303,0.1527224,62.89817,0,519
VA1,21.73916,0,NA,289,104,0.0865052,58.08751,0.07,538
VA1,53.39622,0,7490,3006,1215,0.1716567,72.59926,0.07,4267
VA7,53.39622,0,7490,3006,1215,0.1716567,72.59926,0.07,4267
VA3,86.24454,0,2028,25647,10161,0.459313,86.47682,0.04,38705
VA1,86.24454,0,2028,25647,10161,0.459313,86.47682,0.04,38705
VA1,80.55788,0,2883,16457,6810,0.3809929,83.31766,0.05,30500
VA7,70.26794,0,4452,3906,1707,0.2467998,84.79002,0.06,5310
VA3,3.282352,0,22844,1183,204,0.1825866,17.48915,0.18,2909
VA3,63.74236,0,5527,17888,4736,0.3947339,48.10922,0.13,31000
VA3,92.4885,0,1139,10267,2567,0.5924808,90.69252,0.04,12210
VA7,92.4885,0,1139,10267,2567,0.5924808,90.69252,0.04,12210
VA3,13.60216,0,18806,17607,6871,0.1292668,42.90366,0.12,20983
VA3,11.81938,0,19486,27842,10733,0.1240931,41.81313,0.13,37398
VA3,6.016584,0,21788,18559,7969,0.0976346,38.30091,0.17,25887
VA7,6.016584,0,21788,18559,7969,0.0976346,38.30091,0.17,25887
VA7,61.20455,0,5968,26470,9403,0.3131847,58.46803,0.08,31131
VA3,61.20455,0,5968,26470,9403,0.3131847,58.46803,0.08,31131
VA7,89.37979,0,1594,11503,3920,0.5211684,86.96194,0.05,12003
VA3,67.78906,0,4853,16402,5501,0.3350201,65.14071,0.08,20641
VA7,67.78906,0,4853,16402,5501,0.3350201,65.14071,0.08,20641
VA7,53.64062,0,7440,22383,7837,0.2361614,61.8194,0.07,26947
VA7,89.93353,0,1528,21800,8734,0.5047706,91.45877,0.06,25447
VA7,60.41197,0,6107,4903,1642,0.2849276,62.41959,0.03,4704
VA3,60.41197,0,6107,4903,1642,0.2849276,62.41959,0.03,4704
VA3,44.1646,0,9560,17483,7513,0.1514614,65.95273,0.1,25653
VA7,94.849,0,815,33982,13368,0.5794833,109.2748,0.04,21991
VA7,34.38954,0,11978,24397,10214,0.1463705,58.21043,0.09,32558
VA4,34.38954,0,11978,24397,10214,0.1463705,58.21043,0.09,32558
VA3,34.38954,0,11978,24397,10214,0.1463705,58.21043,0.09,32558
VA7,84.8391,0,2238,20674,8389,0.4342653,85.99039,0.06,25021
VA7,82.92651,0,2526,15960,6795,0.3635965,92.63169,0.06,20470
VA4,82.92651,0,2526,15960,6795,0.3635965,92.63169,0.06,20470
VA4,47.22213,0,8860,12931,5692,0.1453871,70.02852,0.08,16356
VA7,74.25537,0,3846,10835,3748,0.3681588,71.14913,0.08,14202
VA2,28.98269,0,13629,1324,483,0.1850453,46.99253,0.14,1277
VA2,3.752395,0,NA,118,40,0.1271186,28.16309,0,80
VA2,2.368712,0,NA,353,187,0.0679887,34.90769,0,518
VA4,95.75295,1,NA,95,49,0.5578948,122.1508,0,162
VA2,50.40825,0,8139,721,308,0.2538142,54.84597,0.08,759
VA2,0.1917981,0,23831,686,253,0.0218659,30.30625,0.04,616
VA2,3.51194,0,22776,1619,676,0.0728845,36.83902,0.08,1968
VA2,17.51075,0,17315,3871,1432,0.1384655,45.46394,0.11,4019
VA3,71.14859,0,4314,3051,1365,0.2549984,85.03192,0.05,5614
VA4,71.14859,0,4314,3051,1365,0.2549984,85.03192,0.05,5614
VA4,26.43695,0,14394,931,372,0.0988185,59.84755,0.02,1207
VA2,5.011365,0,NA,91,26,0.0879121,37.5935,0.22,122
VA4,70.79714,0,4372,28890,11951,0.3105227,74.77119,0.05,40217
VA4,72.27406,0,4156,19076,8666,0.300325,79.13857,0.06,25471
VA4,77.31497,0,3383,33719,14689,0.2923574,90.45977,0.04,47689
VA4,49.81247,0,8278,19566,8485,0.1669733,69.05436,0.07,25998
VA4,8.00087,0,21020,13390,5765,0.0929798,42.14003,0.1,17529
VA4,41.95549,0,10043,10857,4711,0.1725154,60.44643,0.07,13471
VA2,18.18247,0,17104,3213,1249,0.1521942,43.70653,0.06,2657
VA2,26.89344,0,14284,522,226,0.1340996,54.04049,0.01,343
VA2,25.38259,0,NA,214,89,0.1869159,43.66469,0.06,504
VA2,21.24709,0,16005,2573,1062,0.1713953,43.11419,0.07,2744
VA2,84.18895,0,NA,333,153,0.3693694,95.03506,0,148
VA2,49.39595,0,8374,1032,413,0.2693799,50.96632,0,527
VA2,5.368152,0,NA,425,145,0.0611765,43.31425,0.12,577
VA2,34.1104,0,NA,110,22,0.2363636,42.497,0,23
VA2,6.367997,0,21668,555,226,0.0828829,41.40777,0.07,787
VA2,59.62963,0,NA,139,46,0.1870504,78.15917,0,76
VA2,5.143058,0,22178,635,308,0.1055118,35.00184,0,314
VA2,3.753452,0,NA,153,61,0.0915033,34.3245,0.26,149
VA2,62.00996,0,5830,604,282,0.3096026,60.25813,0.1,1067
VA2,0.0357192,0,NA,53,18,0,25.8251,0.06,420
VA2,27.31752,0,NA,103,37,0.1067961,59.1689,0,19
VA2,11.77483,0,19508,1681,697,0.1171921,42.94289,0.1,1823
VA2,14.67707,0,18389,761,261,0.1130092,46.82385,0.05,690
VA2,5.144543,0,22176,2289,900,0.0532984,44.01513,0.07,1693
VA2,0.117991,0,NA,121,55,0,30.80444,0.29,275
VA2,56.50933,0,6857,2999,1131,0.2500834,63.18323,0.08,3226
VA2,46.20641,0,9077,541,221,0.1959335,60.22544,0.08,789
VA2,7.85466,0,21061,1911,805,0.0837258,43.615,0.07,2061
VA2,11.69217,0,19537,2830,1107,0.0982332,46.10467,0.09,3760
VA2,32.73951,0,NA,343,122,0.1049563,63.90895,0,170
VA2,44.57274,0,NA,120,42,0.0333333,86.6285,0,135
VA2,1.7123,0,NA,286,106,0.0769231,30.51023,0.06,269
VA3,53.40937,0,7482,10183,4433,0.1889424,69.70947,0.05,13561
VA4,53.40937,0,7482,10183,4433,0.1889424,69.70947,0.05,13561
VA4,85.98793,0,2066,749,316,0.3324433,107.3736,0.06,1173
VA3,92.15607,0,1181,820,376,0.4341463,116.3267,0.16,693
VA4,92.15607,0,1181,820,376,0.4341463,116.3267,0.16,693
VA4,28.16794,0,13846,26084,10998,0.1350253,55.01727,0.08,36241
VA3,63.85477,0,5509,9647,4287,0.2562455,72.15729,0.07,19635
VA4,63.85477,0,5509,9647,4287,0.2562455,72.15729,0.07,19635
VA4,78.74896,0,3149,602,236,0.3006645,92.62123,0.08,1007
VA4,37.23375,0,11240,2862,1181,0.1219427,64.8465,0.03,3477
VA4,32.03965,0,12651,898,366,0.0902004,65.90304,0.06,1512
VA2,3.710119,0,NA,470,213,0.0553191,40.39569,0.01,478
VA2,15.42311,0,NA,23,5,0,67.0145,0,38
VA2,28.21758,0,13832,754,345,0.1432361,53.64429,0.03,1064
VA2,78.16079,0,3242,29312,10184,0.394753,75.01832,0.04,34805
VA2,58.89947,0,6392,38599,16431,0.2521309,65.85204,0.06,46515
VA2,67.2401,0,4937,38390,16422,0.3008336,70.10043,0.05,49471
VA2,68.94484,0,4664,29491,11892,0.3088739,71.81993,0.05,38641
VA2,68.19028,0,4789,45617,19945,0.2725519,76.72212,0.05,38706
VA2,66.36994,0,5078,2516,1051,0.2011129,85.84264,0.06,3592
VA2,6.516723,0,NA,371,203,0.0727763,43.4777,0.07,591
VA2,74.94161,0,NA,265,44,0.4377359,60.4765,0,164
VA2,40.81295,0,10350,36026,15759,0.1809249,57.80638,0.06,48043
VA2,69.23936,0,4626,44537,19691,0.2964277,74.28999,0.06,56249
VA2,47.25161,0,NA,226,83,0.238938,53.9385,0.05,280
VA4,29.11462,0,13580,3564,1565,0.1150393,59.18198,0.07,5145
VA2,0.039345,0,NA,178,96,0.0393258,19.47801,0,126
VA2,30.28842,0,13218,13609,5413,0.1521052,53.73452,0.08,18786
VA3,30.28842,0,13218,13609,5413,0.1521052,53.73452,0.08,18786
